time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
719200,2022-06-18 13:28:42,4.52494547321311,-73.7707061147599,-239.50132,,,10595.081898754,26.574804,6.71082,999.671948,7253.773198,15,5,14.817,10834.583218754,0,31.4513764,2055.43969832,-3.35541,-5.816044,-3.579104,223, -22.8, 1.8,0,0,1667,1024,1500,713,97,0,72,-47,221.6,-6.7,41,3.72,3.717,3.71,3.67,0,0,0,32,10595.081898754,-239.50132,6,P-GPS,
719300,2022-06-18 13:28:42,4.52494396418762,-73.7707086846794,-238.845152,,,10595.738066754,26.574804,7.82929,998.82877212,7254.8558752,15,5,14.817,10834.583218754,0,31.4513764,2055.43969832,-4.026492,-6.71082,-4.026492,220.4, -22.6, 1.3,0,0,1669,1024,1484,825,98,0,70,-30,220.2,-6.7,41,3.72,3.717,3.71,3.67,0,0,0,32,10595.738066754,-238.845152,6,P-GPS,
719400,2022-06-18 13:28:43,4.52494218277109,-73.7707115176376,-238.188984,,,10596.394234754,26.574804,8.8806518,997.90357524,7256.069786,15,5,14.817,10834.583218754,0,31.4513764,2055.43969832,-4.921268,-7.381902,-4.250186,219.1, -22.9, 0.4,0,0,1670,1024,1439,994,98,0,63,-5,219.4,-6.7,41,3.72,3.717,3.71,3.67,0,0,0,32,10596.394234754,-238.188984,6,P-GPS,
719500,2022-06-18 13:28:43,4.52494012502476,-73.7707146391964,-237.8609,,,10596.722318754,26.574804,9.6859502,996.88979568,7257.4477388,15,5,14.817,10834.583218754,0,31.4513764,2055.43969832,-5.368656,-8.052984,-4.250186,218.5, -23.3, -0.4,0,0,1666,1024,1425,1024,97,0,61,0,219.3,-6.7,41,3.72,3.717,3.71,3.67,0,0,0,32,10596.722318754,-237.8609,6,P-GPS,
719600,2022-06-18 13:28:43,4.52493788681463,-73.7707182453291,-237.204732,,,10597.378486754,26.574804,10.737312,995.71525496,7258.9897336,15,5,14.817,10834.583218754,0,31.4513764,2055.43969832,-6.263432,-8.724066,-4.026492,218.4, -23.5, -1.4,0,0,1664,1024,1463,1024,97,0,67,0,219.3,-6.7,41,3.72,3.717,3.71,3.67,0,0,0,32,10597.378486754,-237.204732,6,P-GPS,
719700,2022-06-18 13:28:43,4.52493532298884,-73.7707218014377,-236.548564,,,10598.034654754,26.574804,11.3636552,994.57680348,7260.5645368,15,5,14.817,10834.583218754,0,31.4513764,2055.43969832,-6.71082,-9.171454,-3.579104,218.4, -23.5, -2.2,0,0,1659,1024,1494,1024,96,0,71,0,219.3,-6.7,41,3.72,3.717,3.71,3.67,0,0,0,32,10598.034654754,-236.548564,6,P-GPS,
719800,2022-06-18 13:28:43,4.52493249036821,-73.7707256071171,-235.892396,,,10598.690822754,26.574804,12.1242148,993.36289268,7262.303382,15,5,14.817,10834.583218754,0,31.4513764,2055.43969832,-7.381902,-9.618842,-3.35541,218.6, -23.3, -3.1,0,0,1652,1024,1498,1024,95,0,72,0,219.3,-6.7,41,3.72,3.717,3.71,3.67,0,0,0,32,10598.690822754,-235.892396,6,P-GPS,
719900,2022-06-18 13:28:43,4.52492940073479,-73.7707295202659,-235.564312,,,10599.018906754,26.574804,13.0413602,992.126016,7264.107844,15,5,14.817,10834.583218754,0,31.4513764,2055.43969832,-8.276678,-10.06623,-3.35541,218.7, -22.9, -3.6,0,0,1621,1024,1507,1024,90,0,73,0,219.3,-6.7,41,3.72,3.717,3.71,3.67,0,0,0,32,10599.018906754,-235.564312,6,P-GPS,
720000,2022-06-18 13:28:43,4.52492590095637,-73.7707338487246,-234.908144,,,10599.675074754,26.574804,13.9585056,990.7644674,7266.1419648,15,5,14.817,10834.583218754,0,31.4513764,2055.43969832,-9.171454,-10.513618,-3.802798,218.7, -22.8, -3.7,0,0,1577,1024,1534,1024,84,0,77,0,219.3,-6.7,41,3.72,3.717,3.71,3.67,0,0,0,32,10599.675074754,-234.908144,6,P-GPS,
720100,2022-06-18 13:28:43,4.52492215176876,-73.7707381708615,-234.58006,,,10600.003158754,26.574804,14.8980204,989.42260384,7268.2417024,15,5,14.584,10834.583218754,0,31.4513764,2055.43969832,-9.842536,-11.1847,-4.026492,218.8, -22.9, -4.3,0,0,1556,1024,1609,1024,81,0,89,0,219.3,-6.7,41,3.675,3.655,3.641,3.613,0,0,0,32,10600.003158754,-234.58006,6,P-GPS,
720200,2022-06-18 13:28:43,4.52491815916565,-73.7707429160044,-233.923892,,,10600.659326754,26.574804,15.8375352,987.94622584,7270.4726736,15,5,14.584,10834.583218754,0,31.4513764,2055.43969832,-10.737312,-11.632088,-4.250186,218.7, -20.6, -4.3,0,0,1546,1024,1647,1024,79,0,94,0,219.3,-6.7,41,3.675,3.655,3.641,3.613,0,0,0,32,10600.659326754,-233.923892,6,P-GPS,
720300,2022-06-18 13:28:44,4.52491379799727,-73.7707475987546,-233.267724,,,10601.315494754,26.574804,16.6204642,986.5157796,7272.80207,15,5,14.584,10834.583218754,0,31.4513764,2055.43969832,-11.408394,-12.079476,-4.697574,218.5, -16.1, -4.1,0,0,1540,1024,1652,1024,78,0,95,0,219.3,-6.7,41,3.675,3.655,3.641,3.613,0,0,0,32,10601.315494754,-233.267724,6,P-GPS,
720400,2022-06-18 13:28:44,4.52490921160024,-73.7707528144537,-232.283472,,,10602.299746754,26.574804,17.2468074,984.91144884,7275.3611252,15,5,14.584,10834.583218754,0,31.4513764,2055.43969832,-12.079476,-12.30317,-5.59235,218.3, -11.7, -3.8,0,0,1533,1024,1684,1024,77,0,100,0,219.3,-6.7,41,3.675,3.655,3.641,3.613,0,0,0,32,10602.299746754,-232.283472,6,P-GPS,
720500,2022-06-18 13:28:44,4.52490440613967,-73.7707577225871,-231.627304,,,10602.955914754,26.574804,17.4033932,983.43507084,7277.8545636,15,5,14.584,10834.583218754,0,31.4513764,2055.43969832,-12.30317,-12.30317,-6.487126,218.3, -8.9, -3.6,0,0,1512,1024,1684,1024,74,0,100,0,219.3,-6.7,41,3.675,3.655,3.641,3.613,0,0,0,32,10602.955914754,-231.627304,6,P-GPS,
720600,2022-06-18 13:28:44,4.52489932417807,-73.770762749184,-230.643052,,,10603.940166754,26.574804,17.7165648,981.93244612,7280.4464272,15,5,14.584,10834.583218754,0,31.4513764,2055.43969832,-12.526864,-12.526864,-7.381902,218.2, -7.8, -3.5,0,0,1474,1024,1684,1024,68,0,100,0,219.3,-6.7,41,3.675,3.655,3.641,3.613,0,0,0,32,10603.940166754,-230.643052,6,P-GPS,
720700,2022-06-18 13:28:44,4.52489428513191,-73.7707676960723,-229.330716,,,10605.252502754,26.574804,17.7165648,980.46591064,7283.0382908,15,5,14.584,10834.583218754,0,31.4513764,2055.43969832,-12.750558,-12.30317,-8.052984,218.3, -7.3, -3.1,0,0,1458,1024,1483,1024,66,0,70,0,219.3,-6.7,41,3.675,3.655,3.641,3.613,0,0,0,32,10605.252502754,-229.330716,6,P-GPS,
720800,2022-06-18 13:28:44,4.52488910559181,-73.7707728900575,-228.01838,,,10606.564838754,26.574804,18.0297364,978.920635,7285.6957712,15,5,14.584,10834.583218754,0,31.4513764,2055.43969832,-12.974252,-12.526864,-8.500372,218.3, -6.2, -2.8,0,0,1462,1024,1378,1024,66,0,54,0,219.3,-6.7,41,3.675,3.655,3.641,3.613,0,0,0,32,10606.564838754,-228.01838,6,P-GPS,
720900,2022-06-18 13:28:44,4.52488394095054,-73.7707778581098,-226.706044,,,10607.877174754,26.574804,18.0297364,977.4606612,7288.3204432,15,5,14.584,10834.583218754,0,31.4513764,2055.43969832,-12.974252,-12.526864,-8.500372,218.3, -4.7, -2.4,0,0,1484,1024,1309,1024,70,0,43,0,219.3,-6.7,41,3.675,3.655,3.641,3.613,0,0,0,32,10607.877174754,-226.706044,6,P-GPS,
721000,2022-06-18 13:28:44,4.52487869945207,-73.7707832477937,-225.721792,,,10608.861426754,26.574804,18.0297364,975.85961128,7291.0435404,15,5,14.584,10834.583218754,0,31.4513764,2055.43969832,-12.974252,-12.526864,-8.276678,218.3, -3.5, -2.8,0,0,1503,1024,1121,1024,73,0,15,0,219.3,-6.7,41,3.675,3.655,3.641,3.613,0,0,0,32,10608.861426754,-225.721792,6,P-GPS,
721100,2022-06-18 13:28:44,4.52487354501739,-73.7707882092494,-224.409456,,,10610.173762754,26.574804,17.8731506,974.41276084,7293.6682124,15,5,14.655,10834.583218754,0,31.4513764,2055.43969832,-12.974252,-12.30317,-7.605596,218.2, -3.5, -3.3,0,0,1489,1024,1024,1024,70,0,0,0,219.3,-6.7,41,3.659,3.657,3.676,3.663,0,0,0,32,10610.173762754,-224.409456,6,P-GPS,
721200,2022-06-18 13:28:44,4.52486813168617,-73.7707932655309,-223.425204,,,10611.158014754,26.574804,17.8731506,972.95278704,7296.3585012,15,5,14.655,10834.583218754,0,31.4513764,2055.43969832,-12.974252,-12.30317,-6.934514,218.3, -4.6, -3.8,0,0,1467,1024,1024,1024,67,0,0,0,219.3,-6.7,41,3.659,3.657,3.676,3.663,0,0,0,32,10611.158014754,-223.425204,6,P-GPS,
721300,2022-06-18 13:28:45,4.52486297166869,-73.7707981799859,-222.440952,,,10612.142266754,26.574804,17.8731506,971.53218332,7298.9503648,15,5,14.655,10834.583218754,0,31.4513764,2055.43969832,-12.974252,-12.30317,-6.263432,218.3, -5.5, -4.2,0,0,1469,1024,1024,1024,67,0,0,0,219.3,-6.7,41,3.659,3.657,3.676,3.663,0,0,0,32,10612.142266754,-222.440952,6,P-GPS,
721400,2022-06-18 13:28:45,4.52485777877111,-73.7708030686043,-221.4567,,,10613.126518754,26.574804,17.7165648,970.1279838,7301.5422284,15,5,14.655,10834.583218754,0,31.4513764,2055.43969832,-12.974252,-12.079476,-5.368656,218.2, -4.9, -4.4,0,0,1478,1024,1024,1024,69,0,0,0,219.3,-6.7,41,3.659,3.657,3.676,3.663,0,0,0,32,10613.126518754,-221.4567,6,P-GPS,
721500,2022-06-18 13:28:45,4.52485260912937,-73.7708079322106,-220.800532,,,10613.782686754,26.574804,17.7165648,968.7336268,7304.134092,15,5,14.655,10834.583218754,0,31.4513764,2055.43969832,-12.974252,-12.079476,-4.47388,218.1, -3.9, -4.5,0,0,1478,1024,1024,1024,69,0,0,0,219.3,-6.7,41,3.659,3.657,3.676,3.663,0,0,0,32,10613.782686754,-220.800532,6,P-GPS,
721600,2022-06-18 13:28:45,4.52484720470318,-73.7708127730038,-220.144364,,,10614.438854754,26.574804,17.7165648,967.3720782,7306.758764,15,5,14.655,10834.583218754,0,31.4513764,2055.43969832,-12.974252,-12.079476,-3.802798,218.1, -3.6, -4.5,0,0,1478,1024,991,1024,69,0,-5,0,219.3,-6.7,41,3.659,3.657,3.676,3.663,0,0,0,32,10614.438854754,-220.144364,6,P-GPS,
721700,2022-06-18 13:28:45,4.52484203091719,-73.770817576966,-219.488196,,,10615.095022754,26.574804,17.5823484,966.0105296,7309.3506276,15,5,14.655,10834.583218754,0,31.4513764,2055.43969832,-12.974252,-11.855782,-2.908022,218.2, -3.6, -4.7,0,0,1478,1024,801,1024,69,0,-34,0,219.3,-6.7,41,3.659,3.657,3.676,3.663,0,0,0,32,10615.095022754,-219.488196,6,P-GPS,
721800,2022-06-18 13:28:45,4.52483697275951,-73.770822518357,-219.160112,,,10615.423106754,26.574804,17.5823484,964.59648756,7311.9096828,15,5,14.655,10834.583218754,0,31.4513764,2055.43969832,-12.974252,-11.855782,-1.789552,218.1, -3.6, -4.9,0,0,1458,1024,801,1024,66,0,-34,0,219.3,-6.7,41,3.659,3.657,3.676,3.663,0,0,0,32,10615.423106754,-219.160112,6,P-GPS,
721900,2022-06-18 13:28:45,4.52483181870157,-73.7708272780672,-219.160112,,,10615.423106754,26.574804,17.5823484,963.26118568,7314.468738,15,5,14.655,10834.583218754,0,31.4513764,2055.43969832,-12.974252,-11.855782,-0.894776,218.1, -3.4, -5,0,0,1423,1024,984,1024,60,0,-6,0,219.3,-6.7,41,3.659,3.657,3.676,3.663,0,0,0,32,10615.423106754,-219.160112,6,P-GPS,
722000,2022-06-18 13:28:45,4.52482659028663,-73.7708318448272,-218.832028,,,10615.751190754,26.574804,17.5823484,962.00462396,7316.9949848,15,5,14.655,10834.583218754,0,31.4513764,2055.43969832,-12.974252,-11.855782,0,217.9, -2.4, -5.2,0,0,1418,1024,1024,1024,60,0,0,0,219.3,-6.7,41,3.659,3.657,3.676,3.663,0,0,0,32,10615.751190754,-218.832028,6,P-GPS,
722100,2022-06-18 13:28:45,4.52482143304343,-73.770836520156,-218.832028,,,10615.751190754,26.574804,17.4257626,960.70869216,7319.55404,15,5,14.938,10834.583218754,0,31.4513764,2055.43969832,-12.974252,-11.632088,0.223694,217.3, 0.8, -5.9,0,0,1386,1024,1024,1024,55,0,0,0,219.3,-6.7,41,3.746,3.74,3.734,3.718,0,0,0,32,10615.751190754,-218.832028,6,P-GPS,
722200,2022-06-18 13:28:45,4.52481634005342,-73.7708411658002,-219.160112,,,10615.423106754,26.574804,17.2691768,959.42260288,7322.0474784,15,5,14.938,10834.583218754,0,31.4513764,2055.43969832,-12.974252,-11.408394,0.223694,217, 3.3, -5.1,0,0,1382,1024,1024,1024,54,0,0,0,219.3,-6.7,41,3.746,3.74,3.734,3.718,0,0,0,32,10615.423106754,-219.160112,6,P-GPS,
722300,2022-06-18 13:28:45,4.52481124569347,-73.7708456580737,-219.160112,,,10615.423106754,26.574804,16.9560052,958.19556872,7324.5409168,15,5,14.938,10834.583218754,0,31.4513764,2055.43969832,-12.750558,-11.1847,0.223694,217.2, 3.4, -3.5,0,0,1378,1024,1024,1082,54,0,0,9,219.3,-6.7,41,3.746,3.74,3.734,3.718,0,0,0,32,10615.423106754,-219.160112,6,P-GPS,
722400,2022-06-18 13:28:46,4.52480622918397,-73.770849984883,-219.160112,,,10615.423106754,26.574804,16.6428336,957.02758968,7326.93593,15,5,14.938,10834.583218754,0,31.4513764,2055.43969832,-12.526864,-10.961006,0.223694,217.2, 3.5, -3.3,0,0,1370,1024,1024,1147,52,0,0,19,219.3,-6.7,41,3.746,3.74,3.734,3.718,0,0,0,32,10615.423106754,-219.160112,6,P-GPS,
722500,2022-06-18 13:28:46,4.52480126942693,-73.7708542932768,-219.160112,,,10615.423106754,26.574804,16.329662,955.86617232,7329.3309432,15,5,14.938,10834.583218754,0,31.4513764,2055.43969832,-12.30317,-10.737312,0.223694,217.1, 4, -3.2,0,0,1374,1024,1024,1147,53,0,0,19,219.3,-6.7,41,3.746,3.74,3.734,3.718,0,0,0,32,10615.423106754,-219.160112,6,P-GPS,
722600,2022-06-18 13:28:46,4.52479633487793,-73.7708585137161,-219.488196,,,10615.095022754,26.574804,16.0164904,954.7408442,7331.693148,15,5,14.938,10834.583218754,0,31.4513764,2055.43969832,-12.079476,-10.513618,0.223694,217.1, 4.1, -3.1,0,0,1380,1024,1024,1144,54,0,0,18,219.4,-6.7,41,3.746,3.74,3.734,3.718,0,0,0,32,10615.095022754,-219.488196,6,P-GPS,
722700,2022-06-18 13:28:46,4.52479152599259,-73.7708626382301,-219.488196,,,10615.095022754,26.574804,15.7033188,953.6417628,7334.0225444,15,5,14.938,10834.583218754,0,31.4513764,2055.43969832,-11.855782,-10.289924,0,217.2, 4.3, -3.6,0,0,1381,1024,933,1146,54,0,-14,18,219.5,-6.7,41,3.746,3.74,3.734,3.718,0,0,0,32,10615.095022754,-219.488196,6,P-GPS,
722800,2022-06-18 13:28:46,4.52478678615543,-73.7708664697459,-219.488196,,,10615.095022754,26.574804,15.3901472,952.64766828,7336.2207072,15,5,14.938,10834.583218754,0,31.4513764,2055.43969832,-11.632088,-10.06623,0,217.4, 3.9, -3.1,0,0,1382,1024,877,1148,54,0,-22,19,219.6,-6.7,41,3.746,3.74,3.734,3.718,0,0,0,32,10615.095022754,-219.488196,6,P-GPS,
722900,2022-06-18 13:28:46,4.52478214129382,-73.7708703804206,-219.488196,,,10615.095022754,26.574804,15.0769756,951.62076536,7338.4516784,15,5,14.938,10834.583218754,0,31.4513764,2055.43969832,-11.408394,-9.842536,0,217.6, 3.2, -2.7,0,0,1372,1024,844,1150,53,0,-27,19,219.7,-6.7,41,3.746,3.74,3.734,3.718,0,0,0,32,10615.095022754,-219.488196,6,P-GPS,
723000,2022-06-18 13:28:46,4.52477757349488,-73.7708741533917,-219.488196,,,10615.095022754,26.574804,14.7414346,950.6397942,7340.6170328,15,5,14.938,10834.583218754,0,31.4513764,2055.43969832,-11.1847,-9.618842,0,217.9, 2.8, -3.5,0,0,1367,1024,844,1150,52,0,-27,19,219.8,-6.7,41,3.746,3.74,3.734,3.718,0,0,0,32,10615.095022754,-219.488196,6,P-GPS,
723100,2022-06-18 13:28:46,4.52477304909085,-73.7708778876078,-219.488196,,,10615.095022754,26.574804,14.6072182,949.67522724,7342.7495788,15,5,14.773,10834.583218754,0,31.4513764,2055.43969832,-11.1847,-9.395148,0,218.3, 2.7, -2.8,0,0,1360,1024,953,1149,51,0,-11,19,219.9,-6.7,41,3.703,3.699,3.693,3.678,0,0,0,32,10615.095022754,-219.488196,6,P-GPS,
723200,2022-06-18 13:28:46,4.52476869878007,-73.7708814681785,-219.488196,,,10615.095022754,26.24672,14.2940466,948.7533112,7344.7836996,15,5,14.773,10834.583218754,0,31.4513764,2055.43969832,-10.961006,-9.171454,0.223694,218.7, 2.5, -1.6,0,0,1353,1024,1024,1147,50,0,0,19,220,-6.7,41,3.703,3.699,3.693,3.678,0,0,0,32,10615.095022754,-219.488196,6,P-GPS,
723300,2022-06-18 13:28:47,4.52476430836245,-73.7708850352812,-219.81628,,,10614.766938754,26.24672,13.980875,947.84451852,7346.8506288,15,5,14.773,10834.583218754,0,31.4513764,2055.43969832,-10.737312,-8.94776,0.223694,218.7, 3.7, -1.7,0,0,1352,1024,1024,1149,50,0,0,19,220.1,-6.7,41,3.703,3.699,3.693,3.678,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
723400,2022-06-18 13:28:47,4.52476009967587,-73.7708884218024,-219.81628,,,10614.766938754,26.24672,13.6677034,946.98821928,7348.8191328,15,5,14.773,10834.583218754,0,31.4513764,2055.43969832,-10.513618,-8.724066,0.223694,218.6, 5.5, -2.1,0,0,1351,1024,1024,1160,50,0,0,21,220.2,-6.7,41,3.703,3.699,3.693,3.678,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
723500,2022-06-18 13:28:47,4.52475589866134,-73.7708917868846,-219.81628,,,10614.766938754,25.918636,13.197946,946.14176256,7350.7876368,15,5,14.773,10834.583218754,0,31.4513764,2055.43969832,-10.289924,-8.276678,0,218.8, 4.3, -1.2,0,0,1329,1024,1024,1200,46,0,0,27,220.3,-6.7,41,3.703,3.699,3.693,3.678,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
723600,2022-06-18 13:28:47,4.52475181515887,-73.7708950428484,-219.81628,,,10614.766938754,25.918636,12.8847744,945.32811424,7352.690524,15,5,14.773,10834.583218754,0,31.4513764,2055.43969832,-10.06623,-8.052984,0,218.8, 2.7, -1,0,0,1321,1024,1024,1217,45,0,0,29,220.4,-6.7,41,3.703,3.699,3.693,3.678,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
723700,2022-06-18 13:28:47,4.5247477959096,-73.7708982306475,-219.81628,,,10614.766938754,25.918636,12.5716028,944.53415096,7354.5606028,15,5,14.773,10834.583218754,0,31.4513764,2055.43969832,-9.842536,-7.82929,0,219.1, 2.1, -1.4,0,0,1310,1024,1024,1226,43,0,0,31,220.7,-6.7,41,3.703,3.699,3.693,3.678,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
723800,2022-06-18 13:28:47,4.52474402134303,-73.770901243912,-219.81628,,,10614.766938754,22.96588,12.3926476,943.78611944,7356.3322564,15,5,14.773,10834.583218754,0,31.4513764,2055.43969832,-9.618842,-7.82929,0,219.6, 3.1, -0.7,0,0,1306,1024,1024,1231,43,0,0,31,221.1,-6.7,41,3.703,3.699,3.693,3.678,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
723900,2022-06-18 13:28:47,4.52474017265926,-73.770904267896,-219.81628,,,10614.766938754,22.637796,12.079476,943.0446496,7358.10391,15,5,14.773,10834.583218754,0,31.4513764,2055.43969832,-9.395148,-7.605596,0,219.8, 4.3, -0.9,0,0,1292,1024,1024,1219,41,0,0,30,221.4,-6.7,41,3.703,3.699,3.693,3.678,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
724000,2022-06-18 13:28:47,4.52473630191843,-73.7709071069007,-219.81628,,,10614.766938754,22.637796,11.7663044,942.36879656,7359.8427552,15,5,14.773,10834.583218754,0,31.4513764,2055.43969832,-9.171454,-7.381902,0,220.2, 4, -0.1,0,0,1275,1024,1024,1184,38,0,0,24,221.8,-6.7,41,3.703,3.699,3.693,3.678,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
724100,2022-06-18 13:28:47,4.52473264941926,-73.7709099588237,-219.81628,,,10614.766938754,22.309712,11.4531328,941.67653932,7361.548792,15,5,14.773,10834.583218754,0,31.4513764,2055.43969832,-8.94776,-7.158208,0,220.6, 4.2, -0.1,0,0,1220,1024,1024,1068,30,0,0,7,222.1,-6.7,41,3.703,3.699,3.693,3.678,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
724200,2022-06-18 13:28:47,4.52472925653583,-73.770912704102,-219.81628,,,10614.766938754,22.309712,11.1399612,941.00068628,7363.1235952,15,5,14.773,10834.583218754,0,31.4513764,2055.43969832,-8.724066,-6.934514,0,220.6, 4.3, -0.3,0,0,1099,1024,1024,1024,11,0,0,0,222.2,-6.7,41,3.703,3.699,3.693,3.678,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
724300,2022-06-18 13:28:48,4.52472582090829,-73.7709154067774,-219.81628,,,10614.766938754,19.028872,10.8267896,940.34451828,7364.7312068,15,5,14.773,10834.583218754,0,31.4513764,2055.43969832,-8.500372,-6.71082,0,220.6, 3.9, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,222.2,-6.7,41,3.703,3.699,3.693,3.678,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
724400,2022-06-18 13:28:48,4.52472267914662,-73.7709180597035,-219.81628,,,10614.766938754,19.028872,10.4912486,939.68506944,7366.2075848,15,5,14.773,10834.583218754,0,31.4513764,2055.43969832,-8.052984,-6.71082,0,220.6, 3.9, 0,0,0,1024,1024,1024,1024,0,0,0,0,222.2,-6.7,41,3.703,3.699,3.693,3.678,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
724500,2022-06-18 13:28:48,4.52471949895639,-73.770920638418,-219.81628,,,10614.766938754,19.028872,10.178077,939.05514816,7367.7167712,15,5,14.773,10834.583218754,0,31.4513764,2055.43969832,-7.82929,-6.487126,0,220.7, 16.8, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,222.2,-6.7,41,3.703,3.699,3.693,3.678,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
724600,2022-06-18 13:28:48,4.52471652378182,-73.7709230983985,-219.81628,,,10614.766938754,18.700788,9.3727786,938.4514736,7369.1275324,15,5,14.773,10834.583218754,0,31.4513764,2055.43969832,-7.158208,-6.039738,0,220.4, 23.2, -1,0,0,1024,1024,1033,1024,0,0,1,0,222.2,-6.7,41,3.703,3.699,3.693,3.678,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
724700,2022-06-18 13:28:48,4.52471389344845,-73.7709252865355,-219.81628,,,10614.766938754,18.700788,8.2543086,937.91341584,7370.3742516,15,5,14.773,10834.583218754,0,31.4513764,2055.43969832,-6.263432,-5.368656,0,220.2, 24.8, -1.6,0,0,1024,1024,1035,1050,0,0,2,4,222.2,-6.7,41,3.703,3.699,3.693,3.678,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
724800,2022-06-18 13:28:48,4.5247115319043,-73.7709270494723,-219.81628,,,10614.766938754,18.700788,7.1358386,937.50331084,7371.4569288,15,5,14.773,10834.583218754,0,31.4513764,2055.43969832,-5.368656,-4.697574,0,220.2, 23.2, -1.3,0,0,1024,1024,1033,1270,0,0,1,37,222.2,-6.7,41,3.703,3.699,3.693,3.678,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
724900,2022-06-18 13:28:48,4.52470954875526,-73.7709286950449,-220.144364,,,10614.438854754,15.091864,6.1963238,937.09976752,7372.375564,15,5,14.773,10834.583218754,0,31.4513764,2055.43969832,-4.697574,-4.026492,0,220.5, 21.3, -1.3,0,0,1024,1024,1024,1393,0,0,0,56,222.4,-6.7,40,3.703,3.699,3.693,3.678,0,0,0,32,10614.438854754,-220.144364,6,P-GPS,
725000,2022-06-18 13:28:48,4.52470804873809,-73.7709302130836,-220.472448,,,10614.110770754,15.091864,5.0778538,936.70278588,7373.1629656,15,5,14.773,10834.583218754,0,31.4513764,2055.43969832,-3.802798,-3.35541,0,220.9, 20.8, -1.2,0,0,1024,1024,1024,1430,0,0,0,62,223.3,-6.7,40,3.703,3.699,3.693,3.678,0,0,0,32,10614.110770754,-220.472448,6,P-GPS,
725100,2022-06-18 13:28:48,4.52470666455479,-73.7709313784798,-220.472448,,,10614.110770754,14.76378,4.1159696,936.41407196,7373.8191336,15,5,14.774,10834.583218754,0,31.4513764,2055.43969832,-3.131716,-2.684328,0,222, 21, -1.5,0,0,1024,1024,1024,1396,0,0,0,56,225,-6.7,40,3.706,3.7,3.695,3.673,0,0,0,32,10614.110770754,-220.472448,6,P-GPS,
725200,2022-06-18 13:28:48,4.52470557519635,-73.7709323649437,-220.472448,,,10614.110770754,14.76378,3.3330406,936.16800896,7374.344068,15,5,14.774,10834.583218754,0,31.4513764,2055.43969832,-2.460634,-2.23694,0,223.9, 21.3, -1.1,0,0,1024,1024,1024,1249,0,0,0,34,226.8,-6.7,40,3.706,3.7,3.695,3.673,0,0,0,32,10614.110770754,-220.472448,6,P-GPS,
725300,2022-06-18 13:28:49,4.52470474764568,-73.770933030099,-220.472448,,,10614.110770754,14.435696,2.3711564,936.0072478,7374.7377688,15,5,14.774,10834.583218754,0,31.4513764,2055.43969832,-1.789552,-1.565858,0,225.6, 21.1, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,227.9,-6.7,40,3.706,3.7,3.695,3.673,0,0,0,32,10614.110770754,-220.472448,6,P-GPS,
725400,2022-06-18 13:28:49,4.52470424088143,-73.7709334225955,-220.144364,,,10614.438854754,14.435696,1.4316416,935.91538428,7374.9674276,15,5,14.774,10834.583218754,0,31.4513764,2055.43969832,-1.11847,-0.894776,0,226.6, 17.2, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.706,3.7,3.695,3.673,0,0,0,32,10614.438854754,-220.144364,6,P-GPS,
725500,2022-06-18 13:28:49,4.5247038925581,-73.7709336413821,-220.144364,,,10614.438854754,14.435696,0.8052984,935.86945252,7375.1314696,15,5,14.774,10834.583218754,0,31.4513764,2055.43969832,-0.671082,-0.447388,-0.223694,226.9, 12.7, -0.5,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.706,3.7,3.695,3.673,0,0,0,32,10614.438854754,-220.144364,6,P-GPS,
