time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
725600,2022-06-18 13:28:49,4.52470366232906,-73.7709336666688,-220.144364,,,10614.438854754,14.435696,0.8052984,935.88257588,7375.1970864,15,5,14.774,10834.583218754,0,31.4513764,2055.43969832,-0.223694,0,-0.223694,226.9, 9.2, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.706,3.7,3.695,3.673,0,0,0,32,10614.438854754,-220.144364,6,P-GPS,
725700,2022-06-18 13:28:49,4.52470357958092,-73.7709336207675,-220.144364,,,10614.438854754,14.435696,0,935.90554176,7375.2298948,15,5,14.774,10834.583218754,0,31.4513764,2055.43969832,0,0,0,226.9, 6.7, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.706,3.7,3.695,3.673,0,0,0,32,10614.438854754,-220.144364,6,P-GPS,
725800,2022-06-18 13:28:49,4.52470363602517,-73.7709335652462,-220.144364,,,10614.438854754,14.435696,0.223694,935.91866512,7375.2627032,15,5,14.774,10834.583218754,0,31.4513764,2055.43969832,0,0.223694,0,226.9, 4.9, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.706,3.7,3.695,3.673,0,0,0,32,10614.438854754,-220.144364,6,P-GPS,
725900,2022-06-18 13:28:49,4.52470371103296,-73.7709333838401,-219.81628,,,10614.766938754,14.435696,0.4921268,935.97772024,7375.32832,15,5,14.774,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.447388,0,226.8, 3.6, -1,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.706,3.7,3.695,3.673,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
726000,2022-06-18 13:28:49,4.52470407428958,-73.7709329896941,-219.81628,,,10614.766938754,14.76378,0.4921268,936.08270712,7375.5251704,15,5,14.774,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.447388,0,226.7, 2.5, -1,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.706,3.7,3.695,3.673,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
726100,2022-06-18 13:28:49,4.52470425513015,-73.7709327274799,-219.81628,,,10614.766938754,15.091864,0.6263432,936.15816644,7375.656404,15,5,14.704,10834.583218754,0,31.4513764,2055.43969832,0.447388,0.447388,0,226.7, 1.6, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.686,3.683,3.679,3.656,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
726200,2022-06-18 13:28:49,4.52470443569671,-73.7709323454277,-219.488196,,,10615.095022754,15.419948,0.8052984,936.27627668,7375.820446,15,5,14.704,10834.583218754,0,31.4513764,2055.43969832,0.447388,0.671082,0,226.8, 0.8, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.686,3.683,3.679,3.656,0,0,0,32,10615.095022754,-219.488196,6,P-GPS,
726300,2022-06-18 13:28:49,4.52470465955539,-73.7709320546283,-219.488196,,,10615.095022754,15.419948,0.8052984,936.35829768,7375.9516796,15,5,14.704,10834.583218754,0,31.4513764,2055.43969832,0.447388,0.671082,0,226.8, 0.2, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.686,3.683,3.679,3.656,0,0,0,32,10615.095022754,-219.488196,6,P-GPS,
726400,2022-06-18 13:28:50,4.52470510631371,-73.7709317077579,-219.488196,,,10615.095022754,15.748032,0.8052984,936.44031868,7376.14853,15,5,14.704,10834.583218754,0,31.4513764,2055.43969832,0.447388,0.671082,0,226.9, 0, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.686,3.683,3.679,3.656,0,0,0,32,10615.095022754,-219.488196,6,P-GPS,
726500,2022-06-18 13:28:50,4.52470535654495,-73.7709314120111,-219.488196,,,10615.095022754,15.748032,0.8052984,936.52233968,7376.2797636,15,5,14.704,10834.583218754,0,31.4513764,2055.43969832,0.447388,0.671082,0,226.9, -0.3, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.686,3.683,3.679,3.656,0,0,0,32,10615.095022754,-219.488196,6,P-GPS,
726600,2022-06-18 13:28:50,4.52470570493696,-73.7709310758602,-219.488196,,,10615.095022754,15.748032,0.8052984,936.60764152,7376.476614,15,5,14.704,10834.583218754,0,31.4513764,2055.43969832,0.447388,0.671082,0,226.9, -0.5, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.686,3.683,3.679,3.656,0,0,0,32,10615.095022754,-219.488196,6,P-GPS,
726700,2022-06-18 13:28:50,4.52470595030468,-73.770930780663,-219.488196,,,10615.095022754,15.748032,0.8052984,936.68966252,7376.6078476,15,5,14.704,10834.583218754,0,31.4513764,2055.43969832,0.447388,0.671082,0,227, -0.5, -1.8,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.686,3.683,3.679,3.656,0,0,0,32,10615.095022754,-219.488196,6,P-GPS,
726800,2022-06-18 13:28:50,4.52470632280876,-73.7709303312708,-219.488196,,,10615.095022754,15.748032,0.8052984,936.81433444,7376.804698,15,5,14.704,10834.583218754,0,31.4513764,2055.43969832,0.447388,0.671082,0,227, -0.7, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.686,3.683,3.679,3.656,0,0,0,32,10615.095022754,-219.488196,6,P-GPS,
726900,2022-06-18 13:28:50,4.52470656187445,-73.7709300319508,-219.488196,,,10615.095022754,16.076116,0.8052984,936.89963628,7376.96874,15,5,14.704,10834.583218754,0,31.4513764,2055.43969832,0.447388,0.671082,0,227, -0.5, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.686,3.683,3.679,3.656,0,0,0,32,10615.095022754,-219.488196,6,P-GPS,
727000,2022-06-18 13:28:50,4.52470674285197,-73.7709297658886,-219.488196,,,10615.095022754,16.076116,0.7158208,936.97837644,7377.0671652,15,5,14.704,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.671082,0,227, -0.1, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.686,3.683,3.679,3.656,0,0,0,32,10615.095022754,-219.488196,6,P-GPS,
727100,2022-06-18 13:28:50,4.52470696513512,-73.7709294756389,-219.488196,,,10615.095022754,16.076116,0.4921268,937.06039744,7377.1983988,15,5,14.764,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.447388,0,227, 0, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.703,3.698,3.693,3.67,0,0,0,32,10615.095022754,-219.488196,6,P-GPS,
727200,2022-06-18 13:28:50,4.52470735024324,-73.7709293464558,-219.81628,,,10614.766938754,16.076116,0.4921268,937.07023996,7377.3624408,15,5,14.764,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.447388,0,227.1, -0.3, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.703,3.698,3.693,3.67,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
727300,2022-06-18 13:28:51,4.52470758430842,-73.7709290751713,-219.81628,,,10614.766938754,16.076116,0.4921268,937.14569928,7377.4936744,15,5,14.764,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.447388,0,227, -0.5, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.703,3.698,3.693,3.67,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
727400,2022-06-18 13:28:51,4.5247076823322,-73.7709287533129,-219.81628,,,10614.766938754,16.076116,0.4921268,937.24740532,7377.624908,15,5,14.764,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.447388,0,227, -0.3, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.703,3.698,3.693,3.67,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
727500,2022-06-18 13:28:51,4.5247078896823,-73.7709284845022,-219.81628,,,10614.766938754,16.076116,0.4921268,937.32614548,7377.7233332,15,5,14.764,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.447388,0,226.9, -0.1, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.703,3.698,3.693,3.67,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
727600,2022-06-18 13:28:51,4.52470800921514,-73.7709284600398,-219.81628,,,10614.766938754,16.076116,0.4921268,937.32286464,7377.78895,15,5,14.764,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.447388,0,226.9, 0, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.703,3.698,3.693,3.67,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
727700,2022-06-18 13:28:51,4.52470820074171,-73.7709282159662,-219.81628,,,10614.766938754,16.076116,0.4921268,937.39176228,7377.8873752,15,5,14.764,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.447388,0,226.8, 0, -0.5,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.703,3.698,3.693,3.67,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
727800,2022-06-18 13:28:51,4.52470835986767,-73.7709279834366,-219.81628,,,10614.766938754,16.076116,0.4921268,937.45737908,7377.9858004,15,5,14.764,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.447388,0,226.8, 0, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.703,3.698,3.693,3.67,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
727900,2022-06-18 13:28:51,4.52470855584676,-73.7709277533808,-219.81628,,,10614.766938754,16.076116,0.4921268,937.52299588,7378.117034,15,5,14.764,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.447388,0,226.8, -0.3, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.703,3.698,3.693,3.67,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
728000,2022-06-18 13:28:51,4.52470862222345,-73.7709275249741,-219.81628,,,10614.766938754,16.076116,0.4921268,937.5984552,7378.1826508,15,5,14.764,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.447388,0,226.9, -0.4, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.703,3.698,3.693,3.67,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
728100,2022-06-18 13:28:51,4.52470881155802,-73.7709273122343,-219.81628,,,10614.766938754,16.4042,0.4921268,937.65422948,7378.281076,15,5,14.759,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.447388,0,227, -0.2, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.701,3.697,3.692,3.669,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
728200,2022-06-18 13:28:51,4.52470906083024,-73.7709272209815,-219.81628,,,10614.766938754,16.4042,0.4921268,937.664072,7378.3795012,15,5,14.759,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.447388,0,226.9, 0.1, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.701,3.697,3.692,3.669,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
728300,2022-06-18 13:28:52,4.5247092492743,-73.7709270225343,-219.81628,,,10614.766938754,16.4042,0.4921268,937.71656544,7378.4779264,15,5,14.759,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.447388,0,226.9, 0.2, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.701,3.697,3.692,3.669,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
728400,2022-06-18 13:28:52,4.5247094549804,-73.7709268617426,-219.81628,,,10614.766938754,16.4042,0.4921268,937.75593552,7378.5763516,15,5,14.759,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.447388,0,226.9, 0.3, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.701,3.697,3.692,3.669,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
728500,2022-06-18 13:28:52,4.52470963458793,-73.7709266643948,-219.81628,,,10614.766938754,16.4042,0.4921268,937.80842896,7378.6747768,15,5,14.759,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.447388,0,226.8, 0.3, -0.6,1,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.701,3.697,3.692,3.669,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
728600,2022-06-18 13:28:52,4.52470966952303,-73.7709264585264,-219.81628,,,10614.766938754,16.4042,0.4921268,937.8773266,7378.773202,15,5,14.759,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.447388,0,226.8, 0.2, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.701,3.697,3.692,3.669,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
728700,2022-06-18 13:28:52,4.52470983049851,-73.7709262688746,-219.81628,,,10614.766938754,16.4042,0.4921268,937.92982004,7378.8388188,15,5,14.759,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.447388,0,226.8, 0.1, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.701,3.697,3.692,3.669,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
728800,2022-06-18 13:28:52,4.52471006237169,-73.7709262347922,-219.81628,,,10614.766938754,16.4042,0.3131716,937.92325836,7378.937244,15,5,14.759,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.223694,0,226.8, 0.1, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.701,3.697,3.692,3.669,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
728900,2022-06-18 13:28:52,4.52471022416917,-73.7709260734508,-219.81628,,,10614.766938754,16.4042,0.3131716,937.96590928,7379.0028608,15,5,14.759,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.223694,0,226.8, 0.1, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.701,3.697,3.692,3.669,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
729000,2022-06-18 13:28:52,4.52471032287796,-73.7709258711556,-219.81628,,,10614.766938754,16.4042,0.3131716,938.02824524,7379.101286,15,5,14.759,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.223694,0,226.8, 0.3, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.701,3.697,3.692,3.669,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
729100,2022-06-18 13:28:52,4.52471047741442,-73.7709257213581,-219.81628,,,10614.766938754,16.4042,0.3131716,938.06433448,7379.1669028,15,5,14.761,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.223694,0,226.8, 0.3, -0.5,1,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.702,3.698,3.692,3.669,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
729200,2022-06-18 13:28:52,4.52471059948178,-73.7709256523689,-219.81628,,,10614.766938754,16.732284,0.3131716,938.07745784,7379.2325196,15,5,14.761,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.223694,0,226.9, 0.3, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.702,3.698,3.692,3.669,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
729300,2022-06-18 13:28:52,4.52471074716822,-73.7709255204372,-219.81628,,,10614.766938754,16.732284,0.3131716,938.11354708,7379.2981364,15,5,14.761,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.223694,0,226.9, 0.3, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.702,3.698,3.692,3.669,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
729400,2022-06-18 13:28:53,4.52471087882583,-73.7709253994996,-219.81628,,,10614.766938754,16.732284,0.3131716,938.14307464,7379.3637532,15,5,14.761,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.223694,0,226.8, 0.5, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.702,3.698,3.692,3.669,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
729500,2022-06-18 13:28:53,4.52471102493655,-73.7709252771882,-219.81628,,,10614.766938754,16.732284,0.3131716,938.1726022,7379.42937,15,5,14.761,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.223694,0,226.8, 0.5, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.702,3.698,3.692,3.669,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
729600,2022-06-18 13:28:53,4.52471133003646,-73.770925275539,-219.81628,,,10614.766938754,17.060368,0.3131716,938.14635548,7379.5606036,15,5,14.761,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.223694,0,226.8, 0.5, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.702,3.698,3.692,3.669,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
729700,2022-06-18 13:28:53,4.52471149834146,-73.770925171368,-219.81628,,,10614.766938754,17.060368,0.3131716,938.16932136,7379.6262204,15,5,14.761,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.223694,0,226.8, 0.1, -1,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.702,3.698,3.692,3.669,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
729800,2022-06-18 13:28:53,4.52471148703891,-73.770924970447,-219.81628,,,10614.766938754,17.060368,0.3131716,938.238219,7379.6918372,15,5,14.761,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.223694,0,226.9, -0.3, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.702,3.698,3.692,3.669,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
729900,2022-06-18 13:28:53,4.52471162260081,-73.7709248676503,-219.81628,,,10614.766938754,17.060368,0.3131716,938.26446572,7379.757454,15,5,14.761,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.223694,0,226.9, -0.3, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.702,3.698,3.692,3.669,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
730000,2022-06-18 13:28:53,4.52471190105411,-73.7709248244976,-219.81628,,,10614.766938754,17.388452,0.3131716,938.2546232,7379.8558792,15,5,14.761,10834.583218754,0,31.4513764,2055.43969832,0.223694,0.223694,0,227, -0.4, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.702,3.698,3.692,3.669,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
730100,2022-06-18 13:28:53,4.52471202051845,-73.7709247494615,-219.81628,,,10614.766938754,17.388452,0,938.2710274,7379.921496,15,5,14.768,10834.583218754,0,31.4513764,2055.43969832,0,0,0,227, -0.2, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.703,3.7,3.693,3.672,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
730200,2022-06-18 13:28:53,4.52471208990914,-73.7709247016363,-219.81628,,,10614.766938754,17.388452,0,938.28086992,7379.9543044,15,5,14.768,10834.583218754,0,31.4513764,2055.43969832,0,0,0,227, -0.3, -1,0,0,1024,1024,1024,1024,0,0,0,0,228,-6.7,40,3.703,3.7,3.693,3.672,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
730300,2022-06-18 13:28:53,4.52471217334238,-73.7709246499631,-219.81628,,,10614.766938754,17.388452,0,938.29071244,7379.9871128,15,5,14.768,10834.583218754,0,31.4513764,2055.43969832,0,0,0,227, 0, -1,0,0,1024,1024,1031,1024,0,0,1,0,228,-6.7,40,3.703,3.7,3.693,3.672,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
730400,2022-06-18 13:28:54,4.5247122870527,-73.7709245702543,-219.81628,,,10614.766938754,17.388452,0,938.31039748,7380.0199212,15,5,14.768,10834.583218754,0,31.4513764,2055.43969832,0,0,0,227.1, 0, -1.4,0,0,1024,1024,1048,1024,0,0,4,0,228,-6.7,40,3.703,3.7,3.693,3.672,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
730500,2022-06-18 13:28:54,4.52471234753837,-73.770924532324,-219.81628,,,10614.766938754,17.716536,0,938.31695916,7380.0527296,15,5,14.768,10834.583218754,0,31.4513764,2055.43969832,0,0,0,227.1, 0, -1.5,0,0,1024,1024,1068,1024,0,0,7,0,228,-6.7,40,3.703,3.7,3.693,3.672,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
730600,2022-06-18 13:28:54,4.52471237302042,-73.7709245567863,-219.81628,,,10614.766938754,17.716536,0,938.30711664,7380.0527296,15,5,14.768,10834.583218754,0,31.4513764,2055.43969832,0,0,0,227.1, 0.1, -0.9,0,0,1024,1024,1141,1024,0,0,18,0,228,-6.7,40,3.703,3.7,3.693,3.672,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
730700,2022-06-18 13:28:54,4.52471239548848,-73.7709245358972,-219.81628,,,10614.766938754,17.716536,0,938.31039748,7380.085538,15,5,14.768,10834.583218754,0,31.4513764,2055.43969832,0,0,0,227, 0.4, -0.6,0,0,1024,1024,1213,1024,0,0,29,0,228,-6.7,40,3.703,3.7,3.693,3.672,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
730800,2022-06-18 13:28:54,4.52471247755172,-73.7709244982417,-219.81628,,,10614.766938754,17.716536,0,938.31695916,7380.1183464,15,5,14.768,10834.583218754,0,31.4513764,2055.43969832,0,0,0,227, 0.8, -0.6,0,0,1024,1024,1307,1024,0,0,43,0,228,-6.7,40,3.703,3.7,3.693,3.672,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
730900,2022-06-18 13:28:54,4.52471249419727,-73.7709244814753,-219.81628,,,10614.766938754,17.716536,0,938.32352084,7380.1183464,15,5,14.768,10834.583218754,0,31.4513764,2055.43969832,0,0,0,226.9, 1.3, -0.6,0,0,1024,1024,1422,1024,0,0,60,0,228,-6.7,40,3.703,3.7,3.693,3.672,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
731000,2022-06-18 13:28:54,4.52471266592728,-73.7709245501898,-219.81628,,,10614.766938754,17.716536,0,938.28086992,7380.1839632,15,5,14.768,10834.583218754,0,31.4513764,2055.43969832,0,0,-0.223694,226.9, 1.1, -1,0,0,1024,1024,1565,1024,0,0,82,0,228,-6.7,40,3.703,3.7,3.693,3.672,0,0,0,32,10614.766938754,-219.81628,6,P-GPS,
731100,2022-06-18 13:28:54,4.52471269332736,-73.7709245279263,-219.488196,,,10615.095022754,17.716536,0,938.2874316,7380.1839632,15,5,14.76,10834.583218754,0,31.4513764,2055.43969832,0,0,-0.894776,226.9, 0.9, -1,0,0,1024,1024,1568,1024,0,0,82,0,228,-6.7,40,3.701,3.697,3.691,3.671,0,0,0,32,10615.095022754,-219.488196,6,P-GPS,
731200,2022-06-18 13:28:54,4.52471276477306,-73.7709243830763,-219.488196,,,10615.095022754,18.04462,0,938.33336336,7380.24958,15,5,14.76,10834.583218754,0,31.4513764,2055.43969832,0,0,-1.789552,226.9, 0.5, -0.6,0,0,1032,1024,1568,1062,1,0,82,6,228,-6.7,40,3.701,3.697,3.691,3.671,0,0,0,32,10615.095022754,-219.488196,6,P-GPS,
731300,2022-06-18 13:28:55,4.5247127813501,-73.7709243514677,-219.160112,,,10615.423106754,18.372704,0,938.34320588,7380.2823884,15,5,14.76,10834.583218754,0,31.4513764,2055.43969832,0,0,-2.684328,226.9, 0.2, -0.4,0,0,1237,1024,1654,1045,32,0,95,3,228,-6.7,40,3.701,3.697,3.691,3.671,0,0,0,32,10615.423106754,-219.160112,6,P-GPS,
731400,2022-06-18 13:28:55,4.52471283416375,-73.7709244100124,-218.503944,,,10616.079274754,19.028872,0,938.31695916,7380.2823884,15,5,14.76,10834.583218754,0,31.4513764,2055.43969832,0,0,-3.802798,227, 0.3, -0.3,0,0,1389,1024,1654,1077,55,0,95,8,228,-6.7,40,3.701,3.697,3.691,3.671,0,0,0,32,10616.079274754,-218.503944,6,P-GPS,
731500,2022-06-18 13:28:55,4.52471283710925,-73.7709244287027,-217.847776,,,10616.735442754,19.68504,0,938.31039748,7380.3151968,15,5,14.76,10834.583218754,0,31.4513764,2055.43969832,0,0,-4.921268,227, 0.2, -0.2,0,0,1467,1024,1649,1175,67,0,95,23,228,-6.7,40,3.701,3.697,3.691,3.671,0,0,0,32,10616.735442754,-217.847776,6,P-GPS,
731600,2022-06-18 13:28:55,4.52471273846895,-73.7709247208765,-217.191608,,,10617.391610754,20.341208,0,938.21525312,7380.413622,15,5,14.76,10834.583218754,0,31.4513764,2055.43969832,0,0,-5.816044,227, -2, -0.7,0,0,1513,1024,1649,1201,74,0,95,27,228.1,-6.7,40,3.701,3.697,3.691,3.671,0,0,0,32,10617.391610754,-217.191608,6,P-GPS,
731700,2022-06-18 13:28:55,4.52471269017626,-73.7709248536328,-216.207356,,,10618.375862754,21.32546,0.3131716,938.1726022,7380.4792388,15,5,14.76,10834.583218754,0,31.4513764,2055.43969832,-0.223694,-0.223694,-6.934514,227.1, -4.2, -1,0,0,1587,1024,1684,1036,85,0,100,2,228.3,-6.7,40,3.701,3.697,3.691,3.671,0,0,0,32,10618.375862754,-216.207356,6,P-GPS,
731800,2022-06-18 13:28:55,4.52471270771223,-73.7709250383372,-215.223104,,,10619.360114754,22.309712,0.4921268,938.1069854,7380.5448556,15,5,14.76,10834.583218754,0,31.4513764,2055.43969832,-0.223694,-0.447388,-7.381902,227.3, -5.2, -1.1,0,0,1684,1024,1684,970,100,0,100,-8,228.5,-6.7,40,3.701,3.697,3.691,3.671,0,0,0,32,10619.360114754,-215.223104,6,P-GPS,
731900,2022-06-18 13:28:55,4.52471252557012,-73.7709253461779,-213.910768,,,10620.672450754,23.622048,0.8052984,938.01512188,7380.6760892,15,5,14.76,10834.583218754,0,31.4513764,2055.43969832,-0.447388,-0.671082,-7.82929,227.4, -6.4, -1.2,0,0,1684,1024,1684,734,100,0,100,-44,228.5,-6.7,40,3.701,3.697,3.691,3.671,0,0,0,32,10620.672450754,-213.910768,6,P-GPS,
732000,2022-06-18 13:28:55,4.52471242323072,-73.770925707341,-212.598432,,,10621.984786754,24.934384,1.11847,937.89701164,7380.8073228,15,5,14.76,10834.583218754,0,31.4513764,2055.43969832,-0.671082,-0.894776,-8.276678,227.5, -7.5, -1.8,0,0,1684,1024,1616,547,100,0,90,-72,228.3,-6.7,40,3.701,3.697,3.691,3.671,0,0,0,32,10621.984786754,-212.598432,6,P-GPS,
732100,2022-06-18 13:28:55,4.52471206024804,-73.7709262303952,-211.286096,,,10623.297122754,26.24672,1.7448132,937.74281216,7381.0369816,15,5,14.76,10834.583218754,0,31.4513764,2055.43969832,-1.11847,-1.342164,-8.724066,227.2, -8.2, -1.7,0,0,1684,1024,1527,489,100,0,76,-81,226.8,-6.7,40,3.701,3.697,3.691,3.671,0,0,0,32,10623.297122754,-211.286096,6,P-GPS,
